EUBO, ELBO, ESS, KLs_ex, KLs_in
-165.46937994384766, -334.9239149169922, 1.0766552290916442, 236.35472509765626, 20.901962680816652
-164.1251268310547, -330.5620239868164, 1.0704708161354064, 231.7998539428711, 21.168069206237792
-163.0907049255371, -328.0093555297852, 1.0842168169021607, 228.0441781311035, 21.579517353057863
-161.7770851135254, -323.30004388427733, 1.078795771598816, 225.82646215820313, 21.62115023803711
-161.57767913818358, -321.66064459228517, 1.0848548135757445, 223.01979498291016, 22.16292992401123
-160.04387716674805, -317.7087933959961, 1.0867773756980896, 219.52906079101564, 22.864625492095946
-158.2370304260254, -316.09720056152344, 1.087324409008026, 218.51273834228516, 23.39402099609375
-157.48904534912108, -316.7444389038086, 1.0890711579322816, 217.57209497070312, 23.196697116851805
-157.09088803100585, -314.36656646728517, 1.0889725308418274, 216.65750143432618, 22.59473685836792
-156.43343640136717, -310.91110913085936, 1.0948532166481018, 212.64637115478516, 22.662400672912597
-155.19501425170898, -310.32193499755857, 1.089254158973694, 211.17375427246094, 23.134806587219238
-155.20616073608397, -310.22097540283204, 1.0965290293693541, 210.34796438598633, 23.06717099761963
-153.22037786865235, -305.4572650756836, 1.092045998096466, 208.23534115600586, 23.07177018737793
-152.69735873413086, -302.93892785644533, 1.0951590104103088, 204.98760217285155, 23.26685618209839
-152.26973684692382, -300.69031896972655, 1.102081931591034, 202.55005682373047, 23.50671036529541
-151.52977969360353, -297.42588500976564, 1.1039990339279175, 200.2283408203125, 23.83231450653076
-151.20732431030274, -297.3021185913086, 1.099285861492157, 198.52450198364258, 23.885286918640137
-150.08862231445312, -296.27172143554685, 1.102572961807251, 197.59727365112306, 23.897715034484865
-149.1030185852051, -292.5574337768555, 1.107080765247345, 194.3743833618164, 24.14073775100708
-149.02826776123047, -289.3207416381836, 1.1122629156112671, 189.83895779418944, 23.753643611907957
-148.37145886230468, -288.55374560546875, 1.1156361074447632, 189.71957818603516, 23.768303504943848
-148.26100588989257, -286.6573759155273, 1.1197023615837096, 188.39602572631836, 23.692996002197265
-146.5018325805664, -285.90735931396483, 1.1152717461586, 187.23268334960937, 23.28362116622925
-146.63332290649413, -283.6996871948242, 1.1117708311080932, 185.24850173950196, 22.962403537750244
-146.04520495605468, -285.591178527832, 1.1155774641036986, 185.36364987182617, 22.286770713806153
-145.6715509033203, -283.372313293457, 1.1181767587661744, 182.84221835327148, 21.737273609161377
-144.89511645507812, -279.08423583984376, 1.122697816848755, 180.19193170166017, 21.430839347839356
-143.67621563720704, -278.36638885498047, 1.1267352361679077, 179.10764999389647, 20.852899993896486
-143.01724710083008, -275.2560396118164, 1.1255763478279113, 176.9509985961914, 20.710198566436766
-142.6762646179199, -270.55126165771486, 1.128978036403656, 174.11522088623047, 20.79215587234497
-142.9688544921875, -268.4538734741211, 1.1282389721870423, 170.44098107910156, 20.589969604492186
-141.99533294677735, -266.34976232910157, 1.1348217706680297, 167.9367682800293, 20.591288223266602
-141.08862686157227, -265.0366619873047, 1.1331093716621399, 165.76762454223632, 20.37382102203369
-140.94594390869142, -263.67972271728513, 1.1447524909973144, 164.8690385131836, 20.076937164306642
-140.50344400024414, -263.1084595336914, 1.1386549038887024, 164.16399322509767, 19.40071443939209
-140.15078430175782, -259.2640433959961, 1.1444867639541625, 160.47042764282227, 19.092754508972167
-139.1171246032715, -257.500915222168, 1.1452485494613647, 158.54515524291992, 18.89634232711792
-139.54476867675783, -254.73566278076171, 1.1434052424430847, 155.8151633605957, 19.62933984375
-138.95009924316406, -251.76127911376952, 1.1442252826690673, 151.8984536743164, 20.014790756225587
-137.39373947143554, -249.15221447753908, 1.1563684763908386, 150.94318020629882, 19.904439613342284
-137.40302648925783, -246.7401142578125, 1.1600482568740844, 149.59501208496093, 19.946170730590822
-137.60920529174805, -246.89472583007813, 1.1514205288887025, 147.80169757080077, 20.08035847091675
-136.72852368164064, -244.31891595458984, 1.1611111598014832, 145.15329736328124, 20.120790199279785
-136.63661367797852, -242.24763970947265, 1.161612488746643, 144.2263602142334, 19.887338218688964
-136.09908474731446, -241.38617376708984, 1.1674138798713685, 143.17328198242188, 19.45667216873169
-135.5193821105957, -237.37321252441407, 1.163732638835907, 139.75764849853516, 19.5569030418396
-135.26963250732422, -235.92392657470702, 1.1652583684921265, 138.04891082763672, 19.454858821868896
-134.32862802124023, -235.85296459960938, 1.1614679980278015, 137.21008364868163, 18.92773045349121
-134.29545993041992, -233.62648638916016, 1.1652653441429137, 135.1149259185791, 18.192261280059814
-133.5007366333008, -231.9920980834961, 1.1657719388008119, 133.1127153930664, 17.967109657287597
-133.32396710205077, -227.8552183227539, 1.1768166704177856, 129.33421586608887, 17.946229038238524
-132.78081671142579, -226.77662786865235, 1.1842183070182801, 128.61194877624513, 17.487599475860595
-132.2807357788086, -226.71141046142577, 1.1735566515922546, 127.61195477294922, 17.03620993423462
-132.650145904541, -226.66046221923827, 1.1723221487998963, 127.675099609375, 16.886486095428467
-131.80531701660155, -222.7125991821289, 1.181124568939209, 124.55267932128906, 16.983489570617675
-131.1295253601074, -221.00874877929687, 1.1863522696495057, 123.33094848632813, 16.933712867736816
-130.87368029785156, -221.1014116821289, 1.1815947775840758, 122.27705949401856, 16.645643615722655
-130.28462399291993, -218.6766629638672, 1.1830995793342591, 120.63719067382813, 16.633776878356933
-129.90340756225586, -218.31753021240235, 1.1899386219978332, 119.86389910888671, 16.65683298110962
-129.51643182373047, -217.04046075439453, 1.2008229761123657, 118.65020962524414, 16.39861417770386
-129.5338362121582, -214.14238342285157, 1.1920770735740662, 115.80523747253417, 16.101072494506838
-128.85259286499024, -213.8876890258789, 1.2062525429725648, 115.00948181152344, 15.985815013885498
-128.54280221557616, -211.70323315429687, 1.1973404092788695, 112.66289482116699, 15.97936429977417
-127.81946966552735, -210.27617712402343, 1.192344198703766, 111.63070950317383, 15.855945796966553
-127.71606900024415, -207.97042559814454, 1.1970721855163575, 109.42202262878418, 15.721611064910888
-126.8586703491211, -207.10064532470705, 1.194107437133789, 108.9683016204834, 15.270874843597412
-126.67192080688477, -207.7484800415039, 1.1996048564910888, 108.64463790893555, 15.185534442901611
-126.20383532714844, -206.11614270019533, 1.1964119644165039, 107.55809019470215, 15.340109546661377
-126.71384512329101, -204.5862237548828, 1.2014178156852722, 105.86971212768555, 15.2726859664917
-126.2116349182129, -201.9720951538086, 1.2033230977058411, 104.23801661682128, 15.207440265655517
-126.0778662109375, -201.7697891845703, 1.211808063030243, 103.22501715087891, 14.977339637756348
-125.30202926635742, -200.80917242431642, 1.2173954648971557, 102.54475309753418, 14.913524005889892
-125.36185086059571, -201.02736645507812, 1.2126874227523803, 101.4765028076172, 14.970363983154297
-124.67761016845704, -198.75547381591798, 1.2167627286911011, 100.18981098937988, 14.777473857879638
-124.30243002319335, -199.68270501708983, 1.2130498695373535, 100.9596439819336, 14.456144203186035
-124.03951745605468, -198.67594903564452, 1.218843005657196, 100.28048944091798, 14.178083908081055
-124.1463702392578, -198.88868493652345, 1.2154723806381225, 99.55129983520507, 14.129985134124755
-123.55162457275391, -195.7252607421875, 1.214411602973938, 98.20857382202148, 14.05374237060547
-123.18802236938477, -195.31159924316407, 1.2097892932891845, 97.78437522888184, 13.976952434539795
-123.4128132019043, -196.78866326904296, 1.2267058429718019, 97.96375030517578, 13.878116359710694
-123.4380735168457, -196.08589282226563, 1.2186029782295227, 97.19990032958984, 13.932866931915283
-122.9197444152832, -194.6198795776367, 1.2183417840003967, 96.58214598083497, 13.743112651824951
-122.76015954589843, -194.33173248291016, 1.219096781730652, 95.90561090087891, 13.581877946853638
-122.84912762451172, -192.84776300048827, 1.235833167076111, 94.50050480651855, 13.58319896697998
-122.27586340332032, -190.9641439819336, 1.2269197859764098, 93.09934286499023, 13.437937643051148
-122.24828866577148, -191.1324712524414, 1.2424440898895264, 92.63050930786133, 13.380711124420166
-121.96568576049805, -190.76500177001952, 1.2489558634757996, 92.59759783935547, 13.491982276916504
-121.8221743774414, -190.25111694335936, 1.2403892784118653, 92.33183618164063, 13.375968591690064
-121.5617817993164, -191.41869818115234, 1.2461215682029725, 92.59802299499512, 13.295040618896484
-121.33476724243164, -188.94772058105468, 1.2504195351600647, 90.98096861267089, 13.321405086517334
-121.29140139770507, -189.7396240234375, 1.2381465272903442, 90.8136992340088, 13.02669800567627
-120.87617831420899, -190.1100009765625, 1.2392278327941895, 90.86744033813477, 12.69050127029419
-120.72759786987305, -188.35557897949218, 1.2464379472732543, 90.98056750488281, 12.73205082321167
-120.77551779174804, -188.5264508666992, 1.2480549745559693, 90.1489457397461, 12.900644683837891
-120.72028530883789, -188.76408111572266, 1.2532722611427307, 89.98336407470703, 12.65587858581543
-120.47132040405273, -187.87446173095702, 1.2606874432563782, 89.2653046875, 12.615364038467407
-119.93155709838867, -188.7944754638672, 1.2490025434494019, 89.89928721618652, 12.619252140045166
-120.18964675903321, -188.10398553466797, 1.2570499720573425, 89.66980426025391, 12.620002910614014
-120.30764669799805, -187.59307876586914, 1.2486338367462158, 87.97956925964355, 12.694700832366943
-119.70563940429687, -186.91803442382812, 1.2564972777366639, 88.24223610687255, 12.512784948349
-119.17060144042969, -186.45532275390624, 1.2603784523010253, 88.34397853088379, 12.284142896652222
-119.28784857177735, -187.13514947509765, 1.2745837659835815, 88.41207273864747, 12.204569202423096
-119.62103323364258, -185.1658528442383, 1.2721257572174072, 86.65512312316895, 12.358990510940552
-118.93438992309571, -183.78661529541014, 1.2680303459167481, 85.51490698242188, 12.20222580909729
-118.86158700561523, -184.08519323730468, 1.2800303158760071, 85.53265898132324, 12.022259090423583
-118.52320629882813, -183.61041912841796, 1.268049294948578, 85.3333162536621, 12.027750406265259
-118.33478283691406, -183.81267727661134, 1.267583628177643, 85.03717201232911, 12.021433097839356
-118.63621112060547, -183.13809692382813, 1.281004687309265, 83.97326141357422, 12.107163980484009
-118.08526000976562, -182.29207458496094, 1.2764925045967102, 84.44062399291992, 11.849337663650513
-117.83748526000977, -182.2425538330078, 1.2839870109558105, 83.66302914428711, 11.675227781295776
-117.51646298217773, -180.5751145629883, 1.2785782427787782, 82.52044082641602, 11.819939706802367
-117.55079238891602, -181.05986514282228, 1.2846670589447022, 82.29103870391846, 11.734080108642578
-117.1548932800293, -181.29674398803712, 1.283834568977356, 82.66260221862792, 11.572330223083496
-117.25637435913086, -180.85844750976563, 1.2934378933906556, 82.83670437622071, 11.51819462776184
-117.32210345458985, -180.80740786743164, 1.2912989931106567, 82.36595170593262, 11.387064863204957
-117.0700849609375, -179.88103869628907, 1.2922793617248536, 81.45425143432617, 11.393795038223267
-117.19214617919921, -178.9439895629883, 1.2948179173469543, 79.58526188659668, 11.36366159439087
-116.6174411315918, -177.34062567138673, 1.2988430948257446, 78.76316035461426, 11.40132459449768
-116.30206314086914, -178.19175421142577, 1.2874373760223388, 79.3311248626709, 11.187555484771728
-116.4478514099121, -176.87159686279296, 1.3006070137023926, 78.60281190490723, 11.24134475326538
-115.74780630493164, -175.95594244384765, 1.2949292030334472, 77.627293258667, 11.164875820159912
-115.84695132446289, -176.14013458251952, 1.2996648025512696, 77.67981423950195, 11.192313941955566
-115.73256677246094, -174.71925744628905, 1.3143144121170045, 76.74663549804687, 11.170493532180787
-115.4805062866211, -174.8728321533203, 1.3165765962600708, 76.36598796844483, 11.180036506652833
-115.48449063110351, -175.1737719116211, 1.3077731924057008, 75.85208123779297, 11.183431928634644
-115.03005709838867, -172.89476470947267, 1.3198234143257142, 75.00654093170166, 11.018727115631103
-114.76535803222656, -172.88442980957032, 1.3091360502243041, 74.01052143859863, 10.848620199203491
-114.86894216918945, -172.23985247802733, 1.3195918912887574, 73.49079344177247, 10.787273752212524
-115.02704043579102, -171.89459985351561, 1.3112321610450746, 73.63895524597169, 10.940420824050904
-115.07492208862304, -171.3235262451172, 1.3438395991325378, 72.79790280151367, 10.831364646911622
-114.59848309326172, -170.38930767822265, 1.3365953454971313, 71.86850365447998, 10.82546605873108
-114.42546987915038, -171.78776177978514, 1.3394675931930542, 72.41450074005127, 10.680283403396606
-113.96824795532227, -169.98383657836914, 1.3333683848381042, 71.8966823425293, 10.630620233535767
-113.9068110961914, -169.5913062133789, 1.3333257455825807, 71.08777333831787, 10.492972038269043
-113.80508288574218, -168.4134520263672, 1.338843493461609, 70.48998958587646, 10.464966142654418
-113.48395147705078, -168.1092493286133, 1.3413573260307312, 70.01340743255615, 10.469916772842407
-113.22502270507813, -169.06057681274413, 1.3421894555091858, 70.29885130310059, 10.126998331069947
-113.50924621582031, -168.64118423461915, 1.339921359539032, 70.11545315551759, 10.168318307876588
-113.18950204467774, -168.1337185974121, 1.3352513437271119, 69.24679726409911, 10.19257300567627
-113.266591796875, -167.06751089477538, 1.3383457307815552, 68.55199588012695, 10.181803897857666
-112.8734256286621, -165.9465481262207, 1.3514402356147766, 67.94976740264893, 10.051097831726075
-112.71125024414063, -166.97416036987303, 1.3465101561546327, 68.59478668212891, 9.977980119705201
-112.64704263305664, -166.69650299072265, 1.3405324759483337, 68.45809104919434, 9.901284538269042
-112.66535522460937, -166.67303887939454, 1.3386378769874572, 67.95437596130371, 9.868555877685546
-112.48440863037109, -165.5096060180664, 1.3463308176994324, 67.082510597229, 10.039752214431763
-112.71635870361328, -165.42241159057616, 1.3649692883491515, 65.98535459136963, 10.095509792327881
-112.24061865234376, -164.2560813598633, 1.3528414759635925, 65.81791735839843, 10.034012445449829
-111.96115545654297, -163.68187744140624, 1.3525658059120178, 65.28076655578613, 9.91727639579773
-112.06274792480468, -162.99336151123046, 1.3618796429634095, 65.08851258087158, 9.87391007423401
-111.89241506958008, -163.08283450317384, 1.3608273458480835, 64.45728714752197, 9.802646228790284
-112.23639712524414, -164.11524844360352, 1.3474831953048707, 64.65517250823974, 9.832727199554443
-111.49235089111328, -162.60232962036133, 1.3625210762023925, 64.36213789367676, 9.644830249786377
-111.37880401611328, -162.38651223754883, 1.3629780492782593, 64.18902583312989, 9.75509888458252
-111.42337582397461, -163.15128009033202, 1.373192886352539, 64.81677639770508, 9.601676658630371
-111.52415661621093, -162.79478512573243, 1.3812567677497865, 63.394447326660156, 9.686356464385986
-111.21231777954101, -160.84943005371093, 1.3783017892837524, 62.9265806274414, 9.617121969223023
-111.0794930419922, -161.32830157470704, 1.3631308245658875, 63.82289726257324, 9.390618537902832
-110.92153344726563, -160.9630711364746, 1.3759988322257997, 62.766480529785156, 9.421669340133667
-111.31690826416016, -160.12080438232422, 1.3926689176559448, 61.22197212982178, 9.443876697540283
-110.80015948486329, -160.62443908691407, 1.3783315300941468, 61.77507117462158, 9.278806015014649
-111.00765548706055, -161.4886201171875, 1.3789229030609131, 62.246182502746585, 9.23837421798706
-110.58445803833008, -160.60410821533202, 1.3848410239219666, 61.96258017730713, 9.22949822807312
-110.54767095947265, -159.46917098999023, 1.3949032254219056, 60.94523950958252, 9.126629796981812
-110.33875268554688, -158.44000552368163, 1.397753369808197, 60.04509292602539, 9.29727013015747
-110.43037109375, -158.7660819091797, 1.3939345831871033, 59.845710456848145, 9.155443796157837
-110.04123120117187, -158.31142059326172, 1.406844404220581, 60.062655921936035, 9.093671277999878
-110.1890634765625, -158.1965447692871, 1.4113855490684508, 59.47309746551514, 9.125401298522949
-110.05629806518554, -157.81472482299804, 1.4038602123260497, 59.90793573760986, 9.153871633529663
-109.87044454956055, -157.74759963989257, 1.3976159582138061, 59.47109583282471, 9.168591707229615
-109.90865234375, -157.8172742919922, 1.4055205664634705, 58.79244895172119, 9.031944761276245
-109.57973886108398, -156.4018345336914, 1.4019297885894775, 58.57190580749512, 8.967467010498046
-109.56198828125, -156.95299868774413, 1.4087276968955993, 58.370845916748046, 8.90737178993225
-109.42868041992188, -155.9229457397461, 1.4268074159622193, 57.958607437133786, 8.843785305023193
-109.45374703979492, -155.02713717651366, 1.4229193859100342, 57.46070844268799, 8.825374046325683
-109.29051342773438, -155.05487225341795, 1.4257599191665649, 56.88997157287598, 8.75271934890747
-108.97572985839844, -155.7550578918457, 1.4235834355354309, 57.50392225646973, 8.683097398757935
-109.11713165283203, -156.09196490478516, 1.4219980325698853, 57.66015983581543, 8.551496585845948
-109.292, -154.73165383911132, 1.4382621707916259, 56.192284866333004, 8.766930025100708
-109.20768679809571, -153.48686209106447, 1.4337852773666382, 55.241959289550785, 8.65588238143921
-109.22384066772462, -153.99212100219728, 1.4417083878517152, 55.20227499389649, 8.61910016822815
-108.97257745361328, -154.10941479492186, 1.4411692380905152, 55.77915618133545, 8.581614151000977
-108.87198800659179, -153.16546279907226, 1.4556950888633728, 55.04752288818359, 8.605735109329224
-108.55672970581055, -154.34482415771484, 1.440682451725006, 55.24848831939697, 8.449086687088013
-108.53368560791016, -153.76993606567382, 1.4402499651908875, 54.83505067443848, 8.332574405670165
-108.30106262207032, -152.27892459106445, 1.4458942193984985, 53.71108698272705, 8.454958963394166
-108.43255514526368, -152.81240182495117, 1.456216769218445, 53.763493041992184, 8.413009929656983
-108.37974179077149, -152.0975478515625, 1.4608795895576476, 53.9562855834961, 8.354270774841309
-108.28773287963867, -151.80517166137696, 1.4525240569114686, 53.615036895751956, 8.266159873962403
-108.23331838989257, -151.95696478271483, 1.4626744360923767, 53.62326740264893, 8.210697715759277
-108.0596833190918, -151.5837561340332, 1.464053686618805, 53.56022560882568, 8.122326656341553
-108.14641040039062, -151.4716145324707, 1.4458131127357483, 53.019120964050295, 8.124417533874512
-107.97150045776367, -151.99734909057617, 1.452190673351288, 52.71598687744141, 8.141706268310546
-107.90746813964844, -151.27163824462892, 1.4744671783447265, 52.36035447692871, 8.19066089439392
-107.70251901245118, -150.3000074157715, 1.4464650931358338, 51.4532014465332, 8.131763580322266
-107.46765756225587, -150.06499829101563, 1.4617783451080322, 51.78476976776123, 7.978794687271118
-107.8797156982422, -151.08140127563476, 1.4686245141029357, 52.12231732940674, 7.883330156326294
-107.57828140258789, -149.87050018310546, 1.4709747977256775, 51.47743399810791, 7.946616348266602
-107.61890588378907, -149.65356698608397, 1.4714689860343932, 50.87988677978515, 7.903847726821899
-107.5145617980957, -149.05276428222658, 1.4910699152946472, 50.512794944763186, 7.8918906002044675
-107.26333407592773, -148.98159396362306, 1.494019317150116, 50.65448481750488, 7.837150678634644
-107.34327133178711, -149.0435062866211, 1.4840732645988464, 50.412417877197264, 7.655664901733399
-107.2879067993164, -149.86758901977538, 1.4944120349884034, 50.57873257827759, 7.615435976028443
-106.9694196472168, -147.74343029785157, 1.4879325852394103, 49.85946095275879, 7.531309743881225
-106.98050128173828, -148.31286111450194, 1.491528021812439, 50.101638687133786, 7.614149532318115
-107.14282080078125, -149.04166885375977, 1.5034364624023437, 50.108683609008786, 7.507576253890991
-107.06554568481445, -148.1096884460449, 1.5095313439369202, 49.57638018798828, 7.569615856170654
-106.93420358276367, -148.59013043212892, 1.5142442002296448, 49.765577529907226, 7.474083784103393
-106.84245303344727, -147.97202264404297, 1.5020599217414856, 49.24664771270752, 7.543111585617066
-106.65361108398437, -147.4905707092285, 1.5275361132621765, 48.616815071105954, 7.489998302459717
-106.70431506347656, -147.45131790161133, 1.5284533858299256, 48.33848896789551, 7.416268505096435
-106.41451470947266, -146.05729992675782, 1.5284714455604553, 47.52095955657959, 7.461261178970337
-106.41004150390626, -146.92629495239257, 1.526996922016144, 48.14260457611084, 7.373723670959473
-106.23565356445313, -146.12382357788087, 1.5329986906051636, 47.75829280471802, 7.29254704284668
-106.29554986572266, -145.39019610595705, 1.5506456308364869, 47.290867126464846, 7.283113584518433
-105.94770080566406, -145.1182560119629, 1.5479616994857788, 46.909901275634766, 7.234721462249756
-106.33436141967773, -145.48201254272462, 1.5319115653038025, 46.84807509994507, 7.182254344940185
-106.11993432617187, -144.73551889038086, 1.5413271222114564, 46.22415390777588, 7.207488468170166
-105.96246850585938, -144.67263928222656, 1.547587432384491, 46.43747323608398, 7.1036219234466556
-105.88311819458008, -145.24769165039064, 1.5504405574798583, 46.15557209014892, 7.144074090957641
-105.8815004272461, -144.24016192626954, 1.5654482426643372, 46.19841828155518, 7.10027029800415
-105.53852465820313, -145.0554853515625, 1.559777636051178, 46.85377770996094, 6.956763819694519
-105.52562707519532, -145.39546334838866, 1.5531084308624268, 46.89432557678223, 6.86564594078064
-105.51532177734374, -144.61552297973634, 1.570666362285614, 45.86670941925049, 6.962183898925781
-105.4624919128418, -144.32730297851563, 1.5824312906265259, 45.62973776626587, 6.90565664100647
-105.77609509277343, -143.74741973876954, 1.5923077793121339, 45.02398657226563, 7.004801635742187
-105.44136529541015, -144.13722506713867, 1.5860079188346863, 45.15040560531616, 6.9472664394378665
-105.33549099731445, -143.92665072631837, 1.5871518211364746, 45.06894514465332, 6.740827731132507
-105.25323263549805, -142.97155090332032, 1.5853686108589173, 44.60674006652832, 6.657716945648193
-105.11813363647461, -143.30735485839844, 1.5937488646507263, 44.577768447875975, 6.672386865615845
-105.08911862182617, -143.8759924621582, 1.607570370197296, 45.19310037994385, 6.636599424362182
-105.07203002929687, -143.62880276489258, 1.6035250363349915, 44.80630983352661, 6.660784858703614
-105.38254455566407, -143.1889873046875, 1.6053757138252258, 44.048424526214596, 6.7206448020935055
-105.02198300170899, -142.3980899963379, 1.614049942970276, 43.859802112579345, 6.721367524147034
-104.83939111328125, -141.97519119262697, 1.6077463011741637, 43.94330253982544, 6.6088740978240965
-104.6628381652832, -142.24456469726562, 1.6202796568870546, 43.94989561080933, 6.526416051864624
-105.0085310974121, -141.6943740234375, 1.6209904880523682, 43.2129550704956, 6.562061326980591
-104.70667562866211, -141.99973330688476, 1.60812486743927, 43.880349132537845, 6.543226270675659
-104.60672344970703, -142.32697061157228, 1.6361169366836548, 43.75196032714844, 6.435967069625854
-104.71090130615234, -141.6565475769043, 1.625622444152832, 43.362519256591796, 6.434733655929565
-104.8188935546875, -141.57422927856445, 1.6387475957870483, 42.75347338104248, 6.47090584564209
-104.8798235168457, -141.2724123840332, 1.6496656432151795, 42.80392024230957, 6.424239822387696
-104.39931369018555, -141.17917642211913, 1.6479850864410401, 42.12825522994995, 6.352482307434082
-104.34219323730468, -140.63504235839844, 1.6575669069290162, 42.310811019897464, 6.311171197891236
-104.62365731811524, -141.53319689941407, 1.6651806483268738, 42.77068474960327, 6.230304764747619
-104.59908526611328, -139.7882780151367, 1.6435865850448608, 42.04010947799683, 6.252545413017273
-104.25976190185547, -140.49650262451172, 1.646214105606079, 42.030255859375, 6.297981409072876
-104.3888295288086, -140.27815292358397, 1.6654140067100525, 42.30908196258545, 6.198947947502136
-104.54136752319336, -140.38561328125, 1.6709155712127686, 41.99840158462524, 6.207320346832275
-104.34666241455078, -140.59114395141603, 1.6652784714698792, 42.134658351898196, 6.1023048467636105
-104.402953125, -139.56805880737303, 1.6874209532737732, 41.39906280517578, 6.061710625648499
-104.10664590454101, -139.8306819152832, 1.680536068916321, 41.15740602493286, 5.962683081626892
-103.906765625, -139.06653942871094, 1.6860266485214233, 40.850991104125974, 6.032220514297485
-104.04413458251953, -140.16922128295897, 1.6893633909225463, 40.979285972595214, 5.958366148948669
-103.80076571655273, -139.6097469177246, 1.6739086351394654, 41.08853727722168, 5.826649124145508
-103.6433319091797, -138.47261709594727, 1.6988644495010377, 40.48179959106445, 5.811493949890137
-103.63645486450196, -138.62626080322266, 1.708389404296875, 40.18884652709961, 5.825364883422852
-103.45805966186524, -138.5831513366699, 1.6855786371231078, 40.35637435913086, 5.7243472757339475
-103.73922732543946, -138.42488046264648, 1.7250885844230652, 40.204292865753175, 5.729599054336548
-103.63541009521484, -139.01294329833985, 1.7373710265159608, 40.60719412612915, 5.69761719417572
-103.54309814453126, -137.73223797607423, 1.7433261008262635, 39.465279605865476, 5.719014619827271
-103.59717221069336, -137.6196097717285, 1.731211787700653, 39.41829915237427, 5.651325924873352
-103.31126565551757, -137.9571597595215, 1.7367717876434325, 39.368103984832764, 5.572453521728516
-103.07497375488282, -137.1624725341797, 1.7481454181671143, 38.865921035766604, 5.579483560562133
-103.41533511352539, -137.26748724365234, 1.7403394751548766, 38.710388664245606, 5.586585563659668
-103.14690420532227, -136.8056231994629, 1.74372189617157, 38.41422234344483, 5.553857737541199
-103.04429562377929, -136.74917697143556, 1.7383025770187377, 38.297398696899414, 5.382143822669983
-103.2341148071289, -136.33007760620117, 1.7731695713996887, 37.644388824462894, 5.494375193595887
-103.04327990722656, -136.97565914916993, 1.770349977493286, 37.840908779144286, 5.394322297096252
-102.97605142211914, -135.6919147338867, 1.7701980400085449, 37.31705477142334, 5.390730212211609
-102.86493701171875, -136.01375793457032, 1.7686615419387817, 36.982798152923586, 5.430233771324158
-103.02090017700195, -135.85863970947267, 1.7948234720230103, 37.364207443237305, 5.364489095687866
-102.82789575195312, -135.1898276977539, 1.7917064485549927, 36.720701286315915, 5.360456809043884
-102.82334216308594, -134.45143325805665, 1.7976902556419372, 35.99884297180176, 5.416623378753662
-102.55260806274414, -134.8981681213379, 1.7903518495559692, 36.3563041343689, 5.215770574569702
-102.50672750854493, -134.2396530456543, 1.8137678060531617, 35.915863838195804, 5.167570240020752
-102.73583419799805, -135.2965360107422, 1.7884180974960326, 36.51949767684936, 5.213974977493286
-102.47527124023438, -134.4474453430176, 1.812484854221344, 36.084969871521, 5.0986918458938595
-102.64780419921875, -134.41317556762695, 1.8080422887802123, 35.46147238922119, 5.169276284217834
-102.55961770629882, -133.58844070434571, 1.8213446135520934, 35.221147930145264, 5.20188657951355
-102.49692407226563, -133.54458383178712, 1.8439821791648865, 34.87461505126953, 5.13660237789154
-102.31317614746094, -133.41706646728517, 1.8377204518318175, 34.81763186264038, 5.074382376670838
-102.30491107177734, -133.4410252380371, 1.8395442790985108, 35.05833767700195, 5.013470118522644
